    2,  0.1464480240E+00,  0.6703408196E-01,  0.1031514316E+00,  0.9350529365E-01,  0.1455973666E+00,
    5,  0.5877609048E+00,  0.1228683945E+00,  0.5500477437E+00,  0.5143040108E+00,  0.5503188004E+00,
    6,  0.7276662483E+00,  0.7723072213E+00,  0.7548969709E+00,  0.9963747027E+00,  0.4764334810E+00,
    6,  0.6872075034E+00,  0.5629965028E+00,  0.6935071538E+00,  0.9791198057E+00,  0.5364703893E+00,
    6,  0.9596284540E+00,  0.7937975049E+00,  0.9890082050E+00,  0.9995082336E+00,  0.5742207238E+00,
    3,  0.4628314544E+00,  0.3703468940E+00,  0.4498661436E+00,  0.8198709815E+00,  0.4162127022E+00,
    0,  0.7251933278E+00,  0.5614613573E+00,  0.7313394637E+00,  0.9829512826E+00,  0.5614520123E+00,
    3,  0.8919183195E+00,  0.9170980962E+00,  0.9336281297E+00,  0.9997197325E+00,  0.4732912047E+00,
    5,  0.5388334145E-01,  0.4534313968E+00,  0.4922648106E-01,  0.2167661650E+00,  0.4841495413E-01,
    2,  0.6487670111E+00,  0.9946301307E+00,  0.6982300249E+00,  0.9984239478E+00,  0.3291784532E+00,
    1,  0.3692585553E+00,  0.8338474694E+00,  0.4026433028E+00,  0.9539972048E+00,  0.2425523772E+00,
    7,  0.1146364914E+00,  0.4469146317E+00,  0.1093279545E+00,  0.4009003017E+00,  0.1031511763E+00,
    6,  0.5320761584E+00,  0.1091337087E+00,  0.4929895287E+00,  0.4404791266E+00,  0.5043054178E+00,
    7,  0.2728181333E+00,  0.8709452198E+00,  0.3099126559E+00,  0.9070874444E+00,  0.1735514559E+00,
    6,  0.2719737529E+00,  0.4378504509E+00,  0.2657587979E+00,  0.6960336588E+00,  0.2432916925E+00,
    8,  0.2331770882E+00,  0.7250306880E+00,  0.2556801574E+00,  0.8155921590E+00,  0.1729509032E+00,
    3,  0.4827009086E+00,  0.6873759950E+00,  0.5014385084E+00,  0.9637737097E+00,  0.3587657801E+00,
    1,  0.8799980781E+00,  0.3640040025E-02,  0.8303620813E+00,  0.3152468300E-01,  0.7707325482E+00,
    2,  0.1749980149E+00,  0.4747665785E+00,  0.1724746727E+00,  0.5643133941E+00,  0.1548499432E+00,
    0,  0.4815156640E+00,  0.2375198730E+00,  0.4552676509E+00,  0.6813606543E+00,  0.4501206293E+00,
    5,  0.5564155068E-01,  0.3676065434E+00,  0.4240220482E-01,  0.1849794743E+00,  0.5189736042E-01,
    4,  0.1912953995E-01,  0.3572151642E+00,  0.4851056157E-02,  0.6605116012E-01,  0.1792087977E-01,
    7,  0.8600218073E+00,  0.2962183077E+00,  0.8396436378E+00,  0.9217261766E+00,  0.7248500218E+00,
    1,  0.5126838444E+00,  0.7801153604E+00,  0.5406953809E+00,  0.9816756668E+00,  0.3486759438E+00,
    6,  0.9001668449E+00,  0.3902674108E+00,  0.8891935858E+00,  0.9701943659E+00,  0.7245223955E+00,
    8,  0.3796343373E+00,  0.5506827041E+00,  0.3847026078E+00,  0.8763846603E+00,  0.3157969643E+00,
    0,  0.9955541343E+00,  0.9147631884E+00,  0.1037030454E+01,  0.9998891090E+00,  0.5118086921E+00,
    5,  0.3378501481E+00,  0.3699052174E+00,  0.3248406696E+00,  0.7134164965E+00,  0.3090401525E+00,
    5,  0.9864427469E+00,  0.1421230153E+00,  0.9506550479E+00,  0.7538864283E+00,  0.8256593758E+00,
    1,  0.5341477946E+00,  0.5069754307E+00,  0.5348453376E+00,  0.9333298586E+00,  0.4450706514E+00,
    5,  0.8430963809E+00,  0.2301684632E+00,  0.8161132268E+00,  0.8563739142E+00,  0.7270141101E+00,
    3,  0.6801411972E+00,  0.8160816026E-01,  0.6383020126E+00,  0.4259568540E+00,  0.6268097585E+00,
    1,  0.1957711719E-01,  0.9303144970E+00,  0.6260856753E-01,  0.1665059866E+00,  0.1169818254E-01,
    1,  0.1432952403E+00,  0.2836980597E+00,  0.1216650460E+00,  0.3340400973E+00,  0.1370969767E+00,
    8,  0.9692530414E+00,  0.4007662378E+00,  0.9593296650E+00,  0.9794406396E+00,  0.7591346881E+00,
    4,  0.3242092700E+00,  0.4528242117E+00,  0.3194916911E+00,  0.7696367968E+00,  0.2864533710E+00,
    2,  0.8750339687E+00,  0.4275354530E+00,  0.8677875139E+00,  0.9762715479E+00,  0.6984770213E+00,
    2,  0.3599066618E+00,  0.3980825467E+00,  0.3497149163E+00,  0.7613424513E+00,  0.3246479733E+00,
    2,  0.7333772330E+00,  0.4767348492E+00,  0.7310507179E+00,  0.9696896138E+00,  0.5947449526E+00,
    5,  0.6059352402E-01,  0.1858271069E+00,  0.2917623424E-01,  0.1064912868E+00,  0.5951389814E-01,
    4,  0.9596065913E+00,  0.1342015105E+00,  0.9230267418E+00,  0.7241247588E+00,  0.8116021326E+00,
    6,  0.4792687082E+00,  0.7743128687E+00,  0.5066999955E+00,  0.9755479026E+00,  0.3296628894E+00,
    0,  0.3023226966E-02,  0.7977892336E+00,  0.3280215077E-01,  0.2383044106E-01,  0.2111088700E-02,
    1,  0.6309952744E+00,  0.2767687811E-01,  0.5837629615E+00,  0.1602405465E+00,  0.5897227364E+00,
    0,  0.8828162689E-01,  0.1979358784E+00,  0.5807521428E-01,  0.1603255432E+00,  0.8644550015E-01,
    1,  0.4288115974E+00,  0.8925516042E+00,  0.4680667584E+00,  0.9782330996E+00,  0.2608781382E+00,
    7,  0.5320026229E+00,  0.6292136384E+00,  0.5449239869E+00,  0.9648254708E+00,  0.4101150755E+00,
    3,  0.3801900486E-02,  0.8102981529E+00,  0.3483171624E-01,  0.3033703771E-01,  0.2620576984E-02,
    6,  0.4117115665E+00,  0.4669289130E+00,  0.4084044578E+00,  0.8537445228E+00,  0.3573413276E+00,
    1,  0.5141923941E-01,  0.3763880877E+00,  0.3905804800E-01,  0.1759597407E+00,  0.4779873630E-01,
    3,  0.4749258113E+00,  0.8278784361E+00,  0.5077136554E+00,  0.9803918186E+00,  0.3093173024E+00,
    6,  0.5030085797E-01,  0.1424137481E+00,  0.1454223224E-01,  0.6912971227E-01,  0.4977063239E-01,
    3,  0.3635348130E+00,  0.2822577092E+00,  0.3417605836E+00,  0.6415997984E+00,  0.3415096008E+00,
    3,  0.3103071581E+00,  0.1242346942E+00,  0.2727306270E+00,  0.3198957262E+00,  0.3029977340E+00,
    6,  0.2560339323E+00,  0.1387722638E+00,  0.2199111581E+00,  0.2990397400E+00,  0.2508112119E+00,
    1,  0.3291247910E+00,  0.1537659638E+00,  0.2945013869E+00,  0.3971470084E+00,  0.3194014002E+00,
    7,  0.1095639600E+00,  0.5763483460E+00,  0.1171987947E+00,  0.4681905715E+00,  0.9168112290E-01,
    8,  0.4239954508E+00,  0.8889695611E+00,  0.4628924075E+00,  0.9769292685E+00,  0.2592727857E+00,
    8,  0.6810870433E+00,  0.9054233094E+00,  0.7216293748E+00,  0.9979018953E+00,  0.3887086140E+00,
    3,  0.3334190707E+00,  0.5408454534E+00,  0.3375036161E+00,  0.8352427144E+00,  0.2805648610E+00,
    8,  0.6174977234E+00,  0.8699106992E+00,  0.6544887939E+00,  0.9953536753E+00,  0.3733920220E+00,
    8,  0.6653636564E+00,  0.4393520100E+00,  0.6592988573E+00,  0.9462433876E+00,  0.5587144229E+00,
    2,  0.3291302999E+00,  0.1014987683E+00,  0.2892801761E+00,  0.2839914713E+00,  0.3215566547E+00,
    1,  0.3529074524E-01,  0.7949360368E+00,  0.6478434936E-01,  0.2446234041E+00,  0.2471005276E-01,
    8,  0.4946136069E-01,  0.2286485878E+00,  0.2232621906E-01,  0.1069321335E+00,  0.4815441943E-01,
